id_restaurante,nombre,direccion,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,ninos_menciones,mascotas_menciones,terraza_menciones,vistas_menciones,musica_directo_menciones,romantico_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,ninos_pct,mascotas_pct,terraza_pct,vistas_pct,musica_directo_pct,romantico_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,ninos_pos,mascotas_pos,terraza_pos,vistas_pos,musica_directo_pos,romantico_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,ninos_neg,mascotas_neg,terraza_neg,vistas_neg,musica_directo_neg,romantico_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,ninos_avg_stars,mascotas_avg_stars,terraza_avg_stars,vistas_avg_stars,musica_directo_avg_stars,romantico_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,ninos_rep,mascotas_rep,terraza_rep,vistas_rep,musica_directo_rep,romantico_rep,criterio_ninos,criterio_mascotas,criterio_terraza,criterio_vistas,criterio_musica_directo,criterio_romantico,criterio_buen_postre,criterio_precio_calidad,criterio_grupos_grandes,criterio_vegano_vegetariano,criterio_sin_gluten,criterio_ninos_frases,criterio_mascotas_frases,criterio_terraza_frases,criterio_vistas_frases,criterio_musica_directo_frases,criterio_romantico_frases,criterio_buen_postre_frases,criterio_precio_calidad_frases,criterio_grupos_grandes_frases,criterio_vegano_vegetariano_frases,criterio_sin_gluten_frases,servicio_frases,top5_platos,todos_platos,personal_destacado,terminos_tfidf,cocina_detectada
45,El Sueño De Carmen,"Calle San Epifanio, 7",90,4.9,4.756,95.6,1.1,3.3,3,12,76,10,1,2,1,73,74,19,11,5,5,2,10,27,6,0,0,16,81.1,82.2,21.1,12.2,5.6,5.6,2.2,11.1,30.0,6.7,0.0,0.0,17.8,72,71,17,9,4,4,2,10,26,5,0,0,13,1,3,1,2,1,0,0,0,1,1,0,0,3,4.84,4.74,4.42,4.27,4.4,4.6,5.0,4.7,4.7,4.33,,,4.25,True,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,mesa para poder estar con el carrito del bebé aunque nos habíamos equivocado nosotros | es un encanto él siempre consiente a mis peques y nos hace sentir como si estuviéramos en,tiramisu con pistacho de volveremos a repetir porque el trato es siempre muy bueno | excelente fue super amable y nos trato genial repetimos seguro las tapas buenísimas todo genial,local no es muy grande puedes comer en la terraza acomodada sin problema el personal de sala | un menú cerrado de euros estuvimos en la terraza que estaba bien aclimatada el local es muy,,,la zona turística para un pequeño resto íntimo,y boletus están buenísimas hoy tenian de postre un tiramisu con pistacho de volveremos a | están buenísimas hoy tenian de postre un tiramisu con pistacho de volveremos a repetir porque,muy buena experiencia comida buena a un precio asequible lo recomiendo mucho | muy buena calidad precios razonables y espectacular servicio al cliente,la familia para comidas especiales y de cumpleaños los entrantes y principales están muy buenos | buena atención vamos siempre a celebrar los cumpleaños familiares y como siempre un acierto la,,me informaron sobre los platos aptos para celíacos tienen freidoras separadas para las patatas | me sentí seguro comiendo aquí siendo celiaco probé los huevos rotos y la pluma ibérica,excelente trato buen servicio y muy buena calidad estaba todo muy bueno era la primera | excelente trato buen servicio y muy buena calidad estaba todo muy | tiramisu con pistacho de volveremos a repetir porque el trato es siempre muy bueno,"croqueta(15), tarta(8), jamón(7), pulpo(7), bacalao(4)","croqueta(15), tarta(8), jamón(7), pulpo(7), bacalao(4), ramen(4), lomo(3), huevos rotos(3), gambas(3), pinchos(2), helado(2), arroz(2), risotto(2), tortilla(2), sentí seguro(2)",,"comida, servicio, buena, calidad, excelente",
46,Sibuya Urban Sushi Bar Chueca,"Calle Santo Tomé, 5",90,4.7,4.889,97.8,0.0,2.2,2,5,86,2,0,0,2,69,75,11,16,7,3,2,6,28,0,0,0,9,76.7,83.3,12.2,17.8,7.8,3.3,2.2,6.7,31.1,0.0,0.0,0.0,10.0,69,74,11,16,6,3,2,6,28,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,4.97,4.92,5.0,4.94,4.29,5.0,5.0,5.0,5.0,,,,5.0,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,nuestra familia de seis niños y adultos tuvieron una deliciosa cena aquí,muy buena atención y comida riquísima repetiremos sin duda | cocina espectacular estaba todo buenísimo repetiré sin ninguna duda y salió muy bien de,,,,,qué plato de los que comimos era mejor el postre los mochis de vainilla muy buenos también | platos riquísimos uri bao gyozas asian salad tartar atún nos aconsejó sofía era su segundo,ha sorprendido tanto la variedad como la calidad precio del restaurante además de un muy buen trato | la comida estupenda precio asequible para comida de calidad la atención de justin,anfitrión en nuestra mesa celebramos un cumpleaños y lo hizo super especial atento inolvidable,también tiene una buena selección de comida vegetariana que era bastante inusual para los restaurantes,,comida está muy buena además del buen trato de los camareros especialmente a nosotros nos atendió justin un trato | acogedor y la comida está muy buena además del buen trato de los camareros especialmente a nosotros nos atendió | calidad precio del restaurante además de un muy buen trato de patricia volveremos sin duda,"sushi(8), atún(2), gyozas(2), sashimi(1)","sushi(8), atún(2), gyozas(2), sashimi(1)",,"comida, atención, atendió, justin, excelente",japonesa
47,El Social,"Calle Hernán Cortés, 19",91,4.8,4.593,90.1,3.3,6.6,6,20,73,9,3,2,4,64,77,34,19,5,4,2,11,23,1,2,0,9,70.3,84.6,37.4,20.9,5.5,4.4,2.2,12.1,25.3,1.1,2.2,0.0,9.9,58,70,31,16,4,4,2,9,20,1,1,0,8,4,4,3,1,1,0,0,1,2,0,1,0,1,4.61,4.62,4.5,4.63,4.0,4.75,5.0,4.55,4.48,5.0,3.0,,4.56,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,al final no eran los postres ricos pero pequeños el servicio fue bueno | menú es una loca diversidad de platos desde pequeños compartibles hasta platos principales cada,coliflor y panceta el helado increíble repetiremos | la atención del personal del local para repetir sin dudas,,,,hacerme sentir tan especial con champán y velas de cumpleaños de cortesía la comida estaba,hasta me invitaron un helado de queso de postre imperdible | servicio fue impecable y hasta me invitaron un helado de queso de postre imperdible,exquisita una atención muy cordial y una buena relación precio calidad lo recomendamos totalmente | satisfacción por la excelente atención relación calidad precio normal local sencillo pero cómodo ambiente,visita tan especial al descubrir que era mi cumpleaños durante la comida estaban tan ansiosos por,,,un nivel de comida espectacular todo riquísimo y la atención del personal un lujo volvería mil veces | hicimos porque allí encontramos una comida exquisita una atención muy cordial y una buena relación precio calidad lo | el servicio fue perfecto además todos los platos que hemos comido,"entraña(20), guacamole(7), mejillones(6), helado(5), bacalao(5)","entraña(20), guacamole(7), mejillones(6), helado(5), bacalao(5), croqueta(5), tarta(5), costillar(4), gambas(3), filete(3), tempura(3), agua filtrada(3), primavera marroquíes(3), pasta(2), ceviche(2)",,"comida, excelente, servicio, madrid, lugar",
48,Alright,"Calle Pedro Rico, 41",90,4.6,4.122,74.4,7.8,17.8,16,22,58,9,7,8,8,61,77,14,26,9,2,2,5,29,26,3,0,18,67.8,85.6,15.6,28.9,10.0,2.2,2.2,5.6,32.2,28.9,3.3,0.0,20.0,44,56,10,19,5,1,2,4,21,17,2,0,15,12,14,2,4,2,0,0,0,4,4,1,0,1,4.03,4.1,4.07,4.04,3.78,4.0,4.5,4.4,4.21,4.0,3.67,,4.5,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,True,False,True,,desde que fuí por primera vez hace años he repetido en numerosas ocasiones en el que considero | agradable y el trato magnífico seguro que repetiremos hay que probar las costillas son pura,cenamos ayer en la terraza que lleva pocos días abierta y todo fue | desde que tienen servicio a domicilio y terraza es bastante desastre los niguiris siempre,,,,multitud de opciones elegí cachopo y de postre lemon lennon de lujo ambos platos la alcachofa | que tendría un detalle con nosotros en el postre la velada transcurrió con normalidad a excepción,le hacía tan especial aunque la relación calidad precio me parece que sigue siendo buena es cierto | tradicionalmente y que le hacía tan especial aunque la relación calidad precio me parece que sigue siendo buena,hoy es mi cumpleaños y fui anoche a cenar aquí con mis amigas | encargué para comer de celebración de cumple costillas costillón falso risotto,,cometerlos no deberian ofrecer comida para celíacos,unas de las mejores costillares que hemos probado trato excelente y buen ambiente mesas un poco pequeñas | que la comida ya no está tan rica han descuidado el servicio tardan mucho en servir y la comida ya no parece recién | equipo que hacía que te viniesen a preguntar lo mismo camareros diferentes cuando pedimos la cuenta nos encontramos,"tarta(14), nachos(12), varias veces(8), ido varias(5), falso risotto(5)","costillar(7), tarta(14), nachos(12), varias veces(8), ido varias(5), falso risotto(5), croqueta(5), brownie(4), costillas alright(4), papada ibérica(4), presa(4), materia prima(3), burrito(2), quesadilla(2), sigue siendo(2), clientes habituales(2)",,"comida, calidad, carta, costillas, platos",
49,Pampa Beef,"Calle Príncipe, 3",91,4.7,4.275,81.3,6.6,12.1,11,30,60,14,6,4,7,58,67,19,30,11,0,1,2,18,4,1,1,15,63.7,73.6,20.9,33.0,12.1,0.0,1.1,2.2,19.8,4.4,1.1,1.1,16.5,48,55,18,23,10,0,1,2,14,3,1,0,12,7,6,0,4,1,0,0,0,1,0,0,1,2,4.29,4.36,4.58,4.2,4.18,,5.0,5.0,4.33,4.25,4.0,1.0,4.4,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,acomodaron porque llevamos dos carritos de bebé él camarero muy amable la mejor carne que,abundante dulce de leche una experiencia para repetir pero con mesura si no te acostumbras y | como el trato de germán la próxima vez repetiremos,,,,comida es de primera el local es pequeño pero íntimo muy bonito no esperen un gran salon sino,refresco o vino fuera de menú un correcto flan de caramelo con abundante dulce de leche | servicio si pediste agregar dulce de leche al flan tiene cargo pero es imperdible bien céntrico,comida buena con trato muy agradable y a un precio razonable y la salsa chimichurri para chuparse los | mejores con excelentes filetes y servicio a un precio razonable sin duda recomendaría a otros y visitar,,,,la mejor carne que he comido en un restaurante los camareros son muy conocedores de sus productos y nos recomendaron | pagué de más cosas así se ven pocas veces la buena atención excelente carne calidad humana y honestidad | camareros son muy conocedores de sus productos y nos recomendaron la mejor opción para los cinco que fuimos tengo que,"lomo alto(10), filete(10), chorizo(9), empanadas(8), mollejas(7)","lomo alto(10), filete(10), chorizo(9), empanadas(8), mollejas(7), pampa beef(6), patatas fritas(5), flan(3), solomillo(3), sangria(3), chuletón(3), entraña(3), ramen(3), papas fritas(2), fritas caseras(2)",,"carne, comida, lugar, excelente, madrid",argentina
50,Ichikani Madrid,"Calle Velazquez, 31",91,4.9,4.78,95.6,1.1,3.3,3,9,81,6,1,0,3,73,72,16,10,4,4,0,5,27,0,1,0,16,80.2,79.1,17.6,11.0,4.4,4.4,0.0,5.5,29.7,0.0,1.1,0.0,17.6,71,70,15,9,3,4,0,4,26,0,0,0,16,1,1,0,0,1,0,0,1,0,0,1,0,0,4.85,4.83,4.81,4.8,4.0,5.0,,4.2,4.85,,1.0,,5.0,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,,comida japonesa y de chef estuvo muy bien repetiremos | recomendaciones no fallan en fin para volver a repetir,,,,,cantidad pequeña para el precio el trozo de tarta lotus estaba rico costaba euros total personas,anfitriona lula muy amable comida exquisita muy buena relación precio calidad volveré | cenamos en la barra y nos encantó relación calidad precio estupenda y la atención de jenny un recomendado,fueron un éxito total fuimos a celebrar un cumpleaños y tuvieron un bonito detalle un ambiente,y están super pendientes tiene opciones vegetarianas volveremos | interactiva y están super pendientes tiene opciones vegetarianas volveremos,,gastronomía fue excelente y jenny nos atendió muy amablemente volveremos | qué vergüenza para la empresa soy un proveedor de atención médica y sé que la recepcionista es lo que hace o | fue muy agradable jenny era muy atento y servicial pensó en toda nuestra comida sin mencionar,"sushi(6), sashimi(2), opciones vegetarianas(2), hand rolls(2), ichikani tower(2)","sushi(6), sashimi(2), opciones vegetarianas(2), hand rolls(2), ichikani tower(2), hace sentir(2), margarita(1), salmón(1), tarta(1), arroz(1)",,"comida, jenny, atención, buena, servicio",japonesa
51,Origen Taberna,"Calle Juan Álvarez Mendizábal, 44",90,4.6,4.578,91.1,5.6,3.3,3,16,64,18,5,2,1,64,80,19,21,12,0,1,4,32,4,1,0,15,71.1,88.9,21.1,23.3,13.3,0.0,1.1,4.4,35.6,4.4,1.1,0.0,16.7,58,74,17,17,9,0,1,4,30,3,0,0,14,2,2,1,2,1,0,0,0,0,0,1,0,1,4.58,4.6,4.53,4.33,4.08,,5.0,5.0,4.59,4.0,1.0,,4.67,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,por encontrarse muy cerca de nuestro hotel pequeños platitos o tapas donde no decepciona ninguno | por lo que es arriesgado ir a comer con niños o personas con gustos tradicionales nuestros,pareciese sobresaliente un lugar para repetir porque se adapta muy bien a picar algo | puntos fuertes buena comida a precio competitivo qué más se puede pedir puntos débiles,,,,,ufff y el culant de chocolate bueo pero el helado de violeta mejor el local es como es aunque | nuestro gusto le falta una chispa de sabor los postres muy ricos y buena cantidad el precio bastante,acertada calidad de la comida buena relación calidad precio qué mas se puede pedir para un buen tapeo | comedida y acertada calidad de la comida buena relación calidad precio qué mas se puede pedir para un buen,,atención maravillosa y la cena deliciosa soy vegetariana y he comido como nunca estos días de viaje,,circulación rápida ese inconveniente lo remedia el servicio poniendo voluntad y actitud una de las cosas que más | incomoda la mesa de taburete alto donde nos pusieron servicio muy atento | mesa de taburete alto donde nos pusieron servicio muy atento,"croqueta(13), sepia(13), tempura(8), helado(7), pez mantequilla(6)","carrillera(3), coulant(3), manitas(3), presa(3), croqueta(13), sepia(13), tempura(8), helado(7), pez mantequilla(6), carabineros(6), tomates rellenos(5), atún(5), queso idiazabal(4), steak tartar(4), tomates origen(4), taberna origen(4), foie(4), huevos perigord(3), puedo decir(3)",,"comida, servicio, platos, carta, excelente",
52,Eiffel Restaurante,"Calle Seseña, 18",90,4.7,4.9,97.8,1.1,1.1,1,10,84,4,1,1,0,67,74,12,25,8,3,0,17,34,2,2,0,21,74.4,82.2,13.3,27.8,8.9,3.3,0.0,18.9,37.8,2.2,2.2,0.0,23.3,66,72,12,23,8,3,0,17,34,2,2,0,21,0,1,0,1,0,0,0,0,0,0,0,0,0,4.94,4.91,5.0,4.72,4.88,5.0,,5.0,4.97,5.0,5.0,,5.0,True,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,super atentos a todo y en especial a los niños comida deliciosa con menú muy variado para,nos encantó y nos sentimos como en casa repetimos | boda han estado siempre atentos a nuestras peticiones en todo momento e incluso mejorado,primera estuvimos dentro y esta vez en la terraza merece la pena seguro que repetiremos,,,fenomenal es un lugar ideal para celebrar algo íntimo con amigos familia etc de la comida a los | sales por puerta es todo de la atmósfera es romántica y elegante perfecta para una ocasión especial,como el solomillo duroc y la milhoja de postre además nos llevamos un espectáculo de magia | comida espectacular a destacar el delicioso tartar de salmón y aguacate así como el solomillo,inmejorable todo rico bien presentado y calidad precio muy bueno gracias miguel | de sobra las expectativas y la relación calidad precio muchísimas gracias,restaurante para celebrar una fiesta de cumpleaños sorpresa fue todo un éxito nos ayudaron | era una comida de empresa con dieciocho comensales nos atendieron,mermelada de pimiento y las trufas de nata vegana | preparo un menú de cuatro platos y postre vegetarianos fue una experiencia gurmet además el lugar,en mi familia somos dos celiacos y nos atendieron con mucho cuidado y mimo | sitio agradable con una cocina con opción sin gluten y sin lactosa estupenda siempre que venimos,precio módico nos hicieron sentir como en casa más que camareros son amigos y los dueños como si los conociera de | la atención fue extraordinaria la comida superior el precio módico | sorprender a la cumpleañera el trato es excepcional los camareros son encantadores y la comida buenísima el espectáculo,"rabo(10), cachopo(6), croquetas(6), bacalao(5), presa(5)","rabo(10), cachopo(6), croquetas(6), bacalao(5), presa(5), jamón(4), cecina(3), cocido(3), morcilla(2), tarta(2), puedo decir(2), cherrys asados(2), salmón(1), solomillo(1), lomo(1)",,"comida, trato, atención, calidad, gracias",
53,Restaurante Morgana,"Calle Libertad, 5",90,4.7,4.389,81.1,10.0,8.9,8,18,62,11,9,6,2,62,82,23,23,6,1,1,1,24,1,0,1,10,68.9,91.1,25.6,25.6,6.7,1.1,1.1,1.1,26.7,1.1,0.0,1.1,11.1,52,67,17,16,2,1,1,0,19,1,0,1,7,2,7,4,5,1,0,0,1,2,0,0,0,1,4.5,4.4,4.13,3.96,3.5,5.0,5.0,2.0,4.29,5.0,,5.0,4.3,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,fuimos en familia ocho personas y un niño de dos años a conocer el nuevo local nos,volveremos a repetir tanto los aperitivos como los entrantes | calidad bien elaborado muy rico con ganas de repetir en cuanto podamos,,,coqueto un buen servicio y un jefe de la banda miguel que derrocha calidad y originalidad,,riquísima lo mejor la vaca rubia gallega y la tarta de queso | como los principales pulpos y entrecote los postres genial la tarta de queso de morirse,época de calor que quedes pegado relación calidad precio buena | que en época de calor que quedes pegado relación calidad precio buena,tendremos en cuenta a morgana para futuras celebraciones o cenas personales gracias augusto por,,,informal de muy buena calidad staff agradable muy joven y profesional cocina fusión con productos gallegos que funciona | riquisimo sin ninguna duda volveremos en cuanto al servicio dayra es una gran profesional y nos hizo sentir como | volveremos en cuanto al servicio dayra es una gran profesional y nos hizo sentir como en casa teneis que probar las,"pulpo(28), tarta(12), atún(9), tortilla(8), mini croissant(5)","cocido(7), filete(3), pulpo(28), tarta(12), atún(9), tortilla(8), mini croissant(5), rape negro(5), arroz(5), guacamole(5), mejillones(5), ostras(4), atun(4), curry(4), lomo(3), rubia gallega(3), negro salvaje(3)",,"comida, platos, servicio, calidad, excelente",
54,Zenith Caffè - Desengaño,"Calle del Desengaño, 24",90,4.9,4.722,95.6,1.1,3.3,3,9,74,12,1,1,2,70,73,25,13,8,5,3,2,17,1,0,0,5,77.8,81.1,27.8,14.4,8.9,5.6,3.3,2.2,18.9,1.1,0.0,0.0,5.6,67,71,24,10,8,4,3,1,16,1,0,0,4,2,1,0,2,0,0,0,1,0,0,0,0,1,4.71,4.78,4.76,4.08,4.75,4.4,5.0,3.0,4.82,4.0,,,4.2,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,pedimos un açai bowl y una tapioca y para beber la jarra de mimosa que estaba increible | malísimo solo tenia leche y los croissants pequeños congelados y malos de los que compras en,comida diría que a menos que tenga un gran apetito tortitas son un montón la limonada espresso,,,,atención tan cercana perfecto para una cita romántica o una mañana especial en pareja volveremos,embotellado nada bueno que destacar demasiado helado chocolate en las tortitas que no hay quien,,,buen café también pedimos los panqueques veganos para compartir los cuáles tenían un plátano | fueron amables para cambiar las opciones veganas y el personal super agradables,super rico el servicio muy atento opciones sin gluten los cafés en vaso grande y delociosos domingo | comida y la atención muy ricas las opciones gluten free las recomendaciones y atención de los chicos,zenith es un brunch excelente la comida muy rica el servicio muy rapido buenos precios gigi fue una muy buena mesera | trato y sus recomendaciones muy buen lugar y buen servicio regresaríamos de una | nuestro hotel gigi nos atendió fue excelente con su trato y sus recomendaciones muy buen lugar y buen servicio,"bonito(6), huevos benedict(3), guacamole(2), salmón(2), huevos zenith(2)","bonito(6), huevos benedict(3), guacamole(2), salmón(2), huevos zenith(2), atendio gigi(2), parada obligatoria(2), calle desengaño(2), tacos(1), helado(1)",,"comida, lugar, gigi, excelente, servicio",
55,Hotaru Madrid,"Calle de Alcalá, 99",90,4.8,4.578,87.8,4.4,7.8,7,10,74,5,4,3,4,73,70,20,11,5,2,2,1,26,0,0,2,17,81.1,77.8,22.2,12.2,5.6,2.2,2.2,1.1,28.9,0.0,0.0,2.2,18.9,65,61,17,9,4,1,1,1,20,0,0,2,17,5,5,2,1,1,0,1,0,5,0,0,0,0,4.62,4.56,4.55,4.36,4.2,4.0,3.0,4.0,4.23,,,5.0,5.0,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,una cocina y un servicio excepcionales con pequeños ajustes operativos que podrían hacer que,atendió esta noche gracias a vuestro equipo repetiremos | ambiente y servicio daniel espectaculares repetimos seguro sobre todo un martes tenemos,,,,,estuvimos muy a gusto desde las bebidas hasta el postre desde que llegamos hasta el momento de irnos | sobresaliente el cierre perfecto fue la tarta de queso cremosa delicada y con una intensidad,está bien pero desde luego relación calidad precio desorbitado hay muchos por la mitad de presupuesto | está bien pero desde luego relación calidad precio desorbitado hay muchos por la mitad,por persona tienen en cuenta si celebrais cumpleaños aniversario todo un detalle | un precioso detalle con mi madre por su cumpleaños que hizo la noche aún más especial sin duda,,,atendido genial si una maravilla muchas gracias por la atención | la experiencia ha sido increíble la atención de augusto maravillosa erick en barra ha atendido | super buena experiencia excelente servicio comida y hasta show muy recomendado para cualquier,"sushi(6), josé angel(5), gyozas(4), atún(3), langostinos(2)","sushi(6), josé angel(5), gyozas(4), atún(3), langostinos(2), espectáculo culinario(2), ver cómo(2), chica llamada(2), repetimos seguro(2), restaurantes japoneses(2), sashimi(1), mochi(1), miso(1), carabineros(1)",,"experiencia, comida, servicio, excelente, calidad",japonesa
56,Camino Sacramento,Calle Gran Vía Callao,91,4.8,4.813,94.5,2.2,3.3,3,8,85,1,2,0,3,73,55,12,4,7,0,1,7,20,1,3,1,12,80.2,60.4,13.2,4.4,7.7,0.0,1.1,7.7,22.0,1.1,3.3,1.1,13.2,72,52,12,4,7,0,1,6,20,1,2,1,12,1,1,0,0,0,0,0,1,0,0,0,0,0,4.93,4.84,5.0,5.0,5.0,,5.0,4.43,5.0,5.0,4.33,5.0,5.0,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,,obligada en nuestras escapadas a madrid repetiremos sin duda | rica y las croquetas top recomendado si te apetece comer carnes el lugar muy bonito y la,inglés de callao gourmet experience con terraza vistas de gran vía,de callao gourmet experience con terraza vistas de gran vía | del corte ingles en la gran via hermosas vistas y hermoso atardecer la atencion de yamel,,,,pudiera vendría muy seguido la verdad es calidad precio,,,,menú chuletón para dos la carne es espectacular y los camareros andrés y david han sido encantadores apuntamos como | andre y nina nos brindaron un gran servicio andrés fue muy agradable y fue un placer trabajar | vinimos para cenar y la experiencia estuvo de excelente atención de andrés y la comida muy rica recomendable la hamburguesa,"corte inglés(5), chuletón(4), croquetas(3), filete(3), aire acondicionado(2)","corte inglés(5), chuletón(4), croquetas(3), filete(3), aire acondicionado(2), papas fritas(2), cocinera nina(2), camino sacramento(2), mil veces(2), morcilla(1), cachopo(1), solomillo(1)",,"comida, excelente, atención, carne, servicio",
57,Asado Central,"Calle de la Victoria, 12",90,4.8,4.678,93.3,2.2,4.4,4,15,73,11,2,2,2,72,55,7,8,10,2,0,6,11,1,0,0,3,80.0,61.1,7.8,8.9,11.1,2.2,0.0,6.7,12.2,1.1,0.0,0.0,3.3,69,53,4,6,8,2,0,5,11,0,0,0,2,2,2,2,1,2,0,0,1,0,1,0,0,1,4.74,4.75,3.57,4.25,4.0,5.0,,4.33,4.91,2.0,,,4.0,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,duda maravillosos excelentes buen trabajo chavales | hemos ido seis adultos y tres niños la carne ha sido espectacular y la atención,estupenda y muy amable recomienda y volvería a repetir | han sido muy atentos disponen de tronas repetiremos seguro,,,,,son muy buenos camareros nos han dado una tarta gratis gracias lo recomendamos para venir | entraña entrecot empanada de carne steak tartar con guarnición de arroz más verduras a,estupenda comida relación calidad preciom | calidad precio muy recomendable si vienes con mucha hambre,fuimos a celebrar el cumpleaños de mi hermana la comida ha estado increíblemente,,,carta es amplia buen precio y porciones abundantes la atención es excelente | el lugar es muy lindo nos recibieron amablemente la carta es amplia buen precio y porciones abundantes | siempre ya es normal para mí comer bien aquí muy buen servicio de greis darla e iker son geniales,"entrecot(4), steak tartar(3), entraña(2), empanadas argentinas(2), tarta(1)","entrecot(4), steak tartar(3), entraña(2), empanadas argentinas(2), tarta(1), empanada(1), arroz(1), filete(1), sangria(1), morcilla(1)",,"comida, excelente, atención, servicio, carne",argentina
58,Toga,"Calle Juanelo, 23",90,4.7,4.522,92.2,4.4,3.3,3,26,58,25,4,2,1,66,75,31,20,11,4,1,3,35,7,1,0,12,73.3,83.3,34.4,22.2,12.2,4.4,1.1,3.3,38.9,7.8,1.1,0.0,13.3,63,70,30,19,9,4,1,2,31,7,1,0,10,1,2,0,0,1,0,0,1,1,0,0,0,1,4.58,4.53,4.65,4.55,4.27,5.0,4.0,3.33,4.57,4.57,4.0,,4.5,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,False,se andan no es un restaurante para ir con niños desde luego no entiendo porque no hay maquina | tienen ya subido un aviso si queréis ir con niños no aviséis pues entonces os dirán que no,atención por parte del equipo ha sido de repetiremos seguro | completa y con vinos asequibles y resultones repetiremos para probar toda la carta porque no,,,,misma cambia un poco el ambiente toga es mas intimo y toguita siento que es para ir en plan,flojo y aún así muy sabroso y tierno de postre crepe con dulce de leche y lo mejor piña | espectacular al igual que la presa ibérica de postre no hay que perderse la piña nunca pido fruta,cena excelente comida diferente y calidad precio inmejorable la atención por parte del equipo | no comíamos tan tan bien trato excelente calidad precio probablemente de lo mejor de madrid puntos,especial que además me ha invitado por su cumpleaños ha elegido un restaurante que sin duda repetiría,,,excelente comida diferente y calidad precio inmejorable la atención por parte del equipo ha sido de repetiremos seguro | mejor piña con queso mascarpone sitio super chulo amables placentero buena música en plena plaza de cascorro | amables tranquilo y la comida espectacular déjate recomendar,"atún rojo(12), croqueta(7), lubina(7), pasta(7), ceviche(5)","presa(4), atún rojo(12), croqueta(7), lubina(7), pasta(7), ceviche(5), risotto(5), pluma(4), dos turnos(4), atun(4), pisto(4), tiradito(4), chivito uruguayo(3), tarta(3), poder disfrutar(2), mascarpone chocolate(2)",,"noodles, comida, platos, servicio, buena",
